combined_shot_type;loc_x;loc_y;minutes_remaining;period;playoffs;season;seconds_remaining;shot_made_flag;shot_type
Jump Shot;-171;-10;2;1;1;2008-09;22;0;2PT Field Goal
Jump Shot;102;253;4;4;0;2005-06;45;0;3PT Field Goal
Jump Shot;211;123;4;1;0;2014-15;18;0;3PT Field Goal
Layup;0;0;5;4;0;2006-07;26;0;2PT Field Goal
Jump Shot;-136;533;0;1;0;2007-08;0;0;3PT Field Goal
Jump Shot;110;162;9;1;0;2011-12;56;0;2PT Field Goal
Layup;0;0;0;5;0;2005-06;3;0;2PT Field Goal
Dunk;0;0;0;1;0;2007-08;10;1;2PT Field Goal
Jump Shot;239;11;0;4;0;2008-09;4;0;3PT Field Goal
Jump Shot;171;102;10;2;0;2009-10;28;0;2PT Field Goal
Jump Shot;144;196;2;2;1;2007-08;17;0;3PT Field Goal
Layup;-3;12;2;1;1;2002-03;9;1;2PT Field Goal
Jump Shot;75;7;8;3;1;2000-01;27;1;2PT Field Goal
Jump Shot;78;66;3;1;0;2009-10;55;1;2PT Field Goal
Jump Shot;100;253;0;4;0;2002-03;40;0;3PT Field Goal
Jump Shot;-57;148;10;3;0;2011-12;3;1;2PT Field Goal
Jump Shot;1;198;10;3;0;2001-02;24;0;2PT Field Goal
Jump Shot;47;23;6;3;0;2006-07;6;0;2PT Field Goal
Jump Shot;-124;214;4;1;0;2015-16;16;0;3PT Field Goal
Jump Shot;-123;84;4;4;0;2005-06;32;1;2PT Field Goal
Layup;-7;25;1;3;0;2011-12;11;1;2PT Field Goal
Layup;0;0;3;4;0;1998-99;46;1;2PT Field Goal
Jump Shot;92;184;2;2;0;2008-09;40;1;2PT Field Goal
Jump Shot;18;151;11;3;0;2012-13;7;0;2PT Field Goal
Dunk;0;0;7;4;0;1997-98;3;1;2PT Field Goal
Jump Shot;-119;141;6;2;0;2001-02;3;0;2PT Field Goal
Dunk;0;0;4;1;0;2002-03;55;1;2PT Field Goal
Jump Shot;133;56;1;1;0;2005-06;14;0;2PT Field Goal
Jump Shot;150;133;8;3;0;2000-01;59;1;2PT Field Goal
Jump Shot;-10;61;7;3;0;2000-01;42;1;2PT Field Goal
Jump Shot;-145;203;4;3;1;1998-99;51;0;3PT Field Goal
Jump Shot;110;135;7;1;0;2002-03;6;0;2PT Field Goal
Jump Shot;1;272;0;2;0;2010-11;32;1;3PT Field Goal
Jump Shot;3;104;7;3;1;2000-01;24;0;2PT Field Goal
Dunk;0;0;10;4;0;1999-00;2;1;2PT Field Goal
Jump Shot;102;125;10;2;1;2000-01;8;0;2PT Field Goal
Jump Shot;-79;177;1;3;0;1996-97;53;0;2PT Field Goal
Jump Shot;94;153;8;3;0;2003-04;5;0;2PT Field Goal
Layup;0;0;7;1;0;2003-04;37;1;2PT Field Goal
Jump Shot;121;155;10;1;0;2003-04;29;1;2PT Field Goal
Layup;0;0;5;1;0;2007-08;44;1;2PT Field Goal
Layup;0;0;0;4;0;2007-08;54;1;2PT Field Goal
Jump Shot;-108;125;7;1;1;2007-08;2;0;2PT Field Goal
Jump Shot;-223;44;3;2;0;2011-12;29;0;3PT Field Goal
Jump Shot;113;245;6;3;0;2002-03;51;1;3PT Field Goal
Jump Shot;-154;109;8;3;0;2006-07;48;0;2PT Field Goal
Jump Shot;-187;183;2;3;1;2009-10;14;1;3PT Field Goal
Layup;0;0;6;2;0;2003-04;21;1;2PT Field Goal
Layup;0;0;4;1;1;2007-08;25;0;2PT Field Goal
Jump Shot;153;40;4;3;0;2000-01;3;0;2PT Field Goal
Jump Shot;43;163;2;3;0;2002-03;53;0;2PT Field Goal
Jump Shot;-201;179;10;4;0;2012-13;57;0;3PT Field Goal
Layup;0;0;10;1;0;2002-03;13;1;2PT Field Goal
Jump Shot;-97;249;9;4;0;2012-13;19;0;3PT Field Goal
Jump Shot;225;-14;8;1;0;2004-05;36;0;3PT Field Goal
Dunk;0;0;0;5;0;2002-03;32;1;2PT Field Goal
Jump Shot;-109;112;4;2;0;2014-15;34;0;2PT Field Goal
Jump Shot;233;31;6;3;0;2012-13;30;0;3PT Field Goal
Jump Shot;238;53;2;4;0;2003-04;25;0;3PT Field Goal
Jump Shot;-166;1;10;2;0;1997-98;55;1;2PT Field Goal
Jump Shot;171;25;5;1;0;2009-10;46;0;2PT Field Goal
Jump Shot;-198;25;3;4;0;2011-12;44;1;2PT Field Goal
Layup;0;0;5;4;1;2009-10;57;1;2PT Field Goal
Jump Shot;127;186;3;2;0;2008-09;40;0;2PT Field Goal
Jump Shot;-174;28;6;4;0;2000-01;18;0;2PT Field Goal
Dunk;0;0;2;1;0;2005-06;32;1;2PT Field Goal
Jump Shot;-100;170;6;1;0;2014-15;11;1;2PT Field Goal
Jump Shot;-130;225;5;1;0;2014-15;41;0;3PT Field Goal
Jump Shot;126;132;11;1;0;2002-03;29;1;2PT Field Goal
Jump Shot;29;-16;6;1;1;1997-98;18;1;2PT Field Goal
Jump Shot;-180;206;9;3;0;2014-15;53;0;3PT Field Goal
Jump Shot;163;-29;4;4;0;2002-03;3;0;2PT Field Goal
Jump Shot;83;239;3;2;0;2011-12;22;0;3PT Field Goal
Jump Shot;-153;122;1;3;0;2007-08;41;1;2PT Field Goal
Jump Shot;-10;66;8;2;0;2004-05;5;0;2PT Field Goal
Jump Shot;147;37;9;1;0;2009-10;15;0;2PT Field Goal
Jump Shot;81;236;1;4;0;2010-11;13;0;3PT Field Goal
Jump Shot;119;209;3;3;0;2008-09;22;0;3PT Field Goal
Jump Shot;-231;15;7;4;0;2008-09;7;0;3PT Field Goal
Jump Shot;132;143;11;3;0;2010-11;46;0;2PT Field Goal
Jump Shot;62;107;0;1;0;2012-13;48;1;2PT Field Goal
Layup;0;0;8;1;0;2000-01;24;0;2PT Field Goal
Jump Shot;89;114;0;1;0;2006-07;11;1;2PT Field Goal
Jump Shot;143;10;11;3;0;2007-08;42;0;2PT Field Goal
Jump Shot;143;25;3;3;0;1997-98;55;0;2PT Field Goal
Layup;-26;4;3;1;0;2010-11;12;1;2PT Field Goal
Jump Shot;-52;252;4;4;1;2008-09;5;0;3PT Field Goal
Jump Shot;140;235;2;3;0;2003-04;8;1;3PT Field Goal
Jump Shot;85;245;11;4;0;2000-01;22;0;3PT Field Goal
Jump Shot;-122;228;0;4;1;2001-02;12;1;3PT Field Goal
Layup;0;0;1;2;0;2000-01;37;1;2PT Field Goal
Layup;0;0;1;1;1;2009-10;30;0;2PT Field Goal
Jump Shot;-119;177;8;3;0;1999-00;36;0;2PT Field Goal
Jump Shot;54;61;0;3;1;2011-12;17;0;2PT Field Goal
Jump Shot;67;53;1;3;0;2008-09;59;0;2PT Field Goal
Jump Shot;103;252;0;2;0;2005-06;2;0;3PT Field Goal
Jump Shot;110;19;5;4;0;2014-15;11;0;2PT Field Goal
Jump Shot;-223;166;0;3;0;2004-05;54;1;3PT Field Goal
Jump Shot;-87;290;0;4;0;2009-10;49;1;3PT Field Goal
Jump Shot;-100;67;3;2;0;2012-13;44;1;2PT Field Goal
Layup;0;0;8;2;0;1997-98;27;0;2PT Field Goal
Jump Shot;123;141;6;1;0;2001-02;2;1;2PT Field Goal
Jump Shot;-48;107;8;3;0;2014-15;32;0;2PT Field Goal
Jump Shot;100;239;2;1;0;1999-00;50;0;3PT Field Goal
Layup;10;4;1;4;0;2012-13;18;0;2PT Field Goal
Jump Shot;140;67;6;3;0;2015-16;54;0;2PT Field Goal
Jump Shot;-10;40;4;3;0;2005-06;37;0;2PT Field Goal
Jump Shot;130;15;4;2;0;2007-08;13;0;2PT Field Goal
Jump Shot;59;254;9;1;0;1999-00;53;1;3PT Field Goal
Jump Shot;-4;255;1;1;0;2000-01;45;1;3PT Field Goal
Dunk;-18;12;0;2;0;2011-12;51;1;2PT Field Goal
Jump Shot;-141;219;1;4;0;2001-02;46;0;3PT Field Goal
Jump Shot;177;181;8;3;0;1998-99;23;0;3PT Field Goal
Jump Shot;45;154;4;1;0;2000-01;12;0;2PT Field Goal
Dunk;0;0;7;3;0;2007-08;50;1;2PT Field Goal
Jump Shot;166;41;4;4;0;2003-04;36;1;2PT Field Goal
Jump Shot;-52;125;9;4;0;2007-08;23;1;2PT Field Goal
Jump Shot;-21;255;3;1;0;2007-08;38;1;3PT Field Goal
Jump Shot;-73;238;1;2;0;2012-13;4;0;3PT Field Goal
Jump Shot;-46;43;4;4;0;2007-08;31;1;2PT Field Goal
Layup;0;0;4;1;0;2005-06;34;0;2PT Field Goal
Jump Shot;-223;74;0;3;0;2012-13;44;0;3PT Field Goal
Layup;0;0;0;3;0;1997-98;0;0;2PT Field Goal
Jump Shot;-138;25;8;3;0;2011-12;53;0;2PT Field Goal
Jump Shot;182;36;1;2;0;2000-01;10;1;2PT Field Goal
Dunk;0;0;9;4;0;1997-98;51;1;2PT Field Goal
Jump Shot;-136;154;2;5;0;2000-01;35;1;2PT Field Goal
Layup;38;3;8;1;0;2015-16;22;0;2PT Field Goal
Jump Shot;115;143;2;2;0;1999-00;4;0;2PT Field Goal
Jump Shot;71;164;10;1;0;2002-03;28;1;2PT Field Goal
Jump Shot;113;8;1;3;0;2003-04;42;0;2PT Field Goal
Jump Shot;222;132;1;2;0;2012-13;45;0;3PT Field Goal
Layup;10;12;11;1;0;1998-99;48;1;2PT Field Goal
Dunk;0;0;9;3;0;1999-00;49;1;2PT Field Goal
Jump Shot;-163;201;0;5;0;2004-05;8;1;3PT Field Goal
Jump Shot;-85;192;5;2;0;2007-08;6;0;2PT Field Goal
Layup;6;20;4;1;0;2010-11;32;1;2PT Field Goal
Jump Shot;-7;220;5;1;0;2008-09;38;1;2PT Field Goal
Layup;0;0;2;4;0;2001-02;58;1;2PT Field Goal
Jump Shot;128;-3;11;2;0;1999-00;47;0;2PT Field Goal
Layup;0;0;10;4;1;1998-99;0;0;2PT Field Goal
Jump Shot;148;8;4;1;0;2005-06;26;0;2PT Field Goal
Jump Shot;-78;2;7;3;0;2015-16;22;0;2PT Field Goal
Layup;0;0;9;1;1;2003-04;57;1;2PT Field Goal
Jump Shot;-63;198;9;1;0;2000-01;54;1;2PT Field Goal
Dunk;0;0;9;2;0;2000-01;51;1;2PT Field Goal
Jump Shot;49;49;4;4;0;2007-08;4;1;2PT Field Goal
Jump Shot;81;142;2;4;0;2008-09;33;0;2PT Field Goal
Jump Shot;26;67;1;4;0;2011-12;45;0;2PT Field Goal
Jump Shot;118;80;2;3;0;2008-09;44;0;2PT Field Goal
Layup;0;0;4;3;0;1999-00;38;1;2PT Field Goal
Jump Shot;-109;86;10;1;0;2008-09;28;1;2PT Field Goal
Layup;0;0;1;4;0;2006-07;41;1;2PT Field Goal
Jump Shot;24;85;4;1;0;2001-02;47;0;2PT Field Goal
Jump Shot;-3;173;2;4;0;2002-03;37;0;2PT Field Goal
Jump Shot;-92;89;1;4;0;2009-10;46;1;2PT Field Goal
Layup;0;0;2;1;0;2004-05;0;0;2PT Field Goal
Jump Shot;167;91;11;3;0;2005-06;34;1;2PT Field Goal
Jump Shot;164;-10;2;4;0;1999-00;33;0;2PT Field Goal
Jump Shot;97;5;8;1;0;2007-08;5;1;2PT Field Goal
Jump Shot;177;181;3;2;0;2007-08;52;1;3PT Field Goal
Jump Shot;131;71;1;2;0;2007-08;21;1;2PT Field Goal
Layup;9;-10;3;4;0;2010-11;11;1;2PT Field Goal
Jump Shot;-58;55;10;2;0;2000-01;35;0;2PT Field Goal
Jump Shot;138;68;9;4;0;2005-06;56;0;2PT Field Goal
Jump Shot;72;0;0;1;0;2004-05;32;0;2PT Field Goal
Layup;0;0;10;1;0;2008-09;10;1;2PT Field Goal
Layup;0;0;5;3;1;2008-09;3;1;2PT Field Goal
Jump Shot;113;214;5;4;0;2011-12;23;1;3PT Field Goal
Jump Shot;-166;108;8;1;0;2010-11;48;1;2PT Field Goal
Jump Shot;164;68;9;3;0;1998-99;44;1;2PT Field Goal
Jump Shot;-200;99;8;4;0;2003-04;10;0;2PT Field Goal
Jump Shot;-131;79;2;1;0;2007-08;18;0;2PT Field Goal
Layup;0;0;8;2;1;2000-01;19;1;2PT Field Goal
Layup;0;0;8;4;1;2007-08;32;1;2PT Field Goal
Layup;0;7;9;3;0;2011-12;23;1;2PT Field Goal
Jump Shot;181;186;9;3;1;2011-12;24;0;3PT Field Goal
Jump Shot;1;144;2;1;0;2001-02;10;0;2PT Field Goal
Jump Shot;1;71;8;3;0;2007-08;57;1;2PT Field Goal
Jump Shot;-103;153;9;1;0;2002-03;31;1;2PT Field Goal
Jump Shot;-6;87;7;1;0;2002-03;27;1;2PT Field Goal
Jump Shot;-87;160;3;1;0;2010-11;31;1;2PT Field Goal
Jump Shot;179;219;5;4;0;2006-07;23;0;3PT Field Goal
Dunk;0;0;5;3;0;1999-00;28;1;2PT Field Goal
Jump Shot;-16;156;10;3;1;2000-01;9;1;2PT Field Goal
Jump Shot;-192;196;1;1;0;2006-07;49;0;3PT Field Goal
Layup;0;0;0;4;1;2008-09;1;0;2PT Field Goal
Layup;-13;-8;4;2;0;2012-13;31;0;2PT Field Goal
Jump Shot;-8;41;9;3;1;2007-08;3;1;2PT Field Goal
Jump Shot;7;68;4;1;0;2001-02;59;1;2PT Field Goal
Jump Shot;-56;86;10;1;0;2003-04;22;1;2PT Field Goal
Jump Shot;-98;4;1;1;0;2009-10;11;0;2PT Field Goal
Dunk;0;0;11;1;1;2003-04;41;1;2PT Field Goal
Jump Shot;-143;118;7;1;0;2007-08;3;0;2PT Field Goal
Jump Shot;177;183;8;4;0;2008-09;0;1;3PT Field Goal
Jump Shot;70;591;0;1;0;1999-00;0;0;3PT Field Goal
Jump Shot;18;258;2;3;0;2012-13;21;0;3PT Field Goal
Jump Shot;-68;214;6;1;0;2013-14;48;0;2PT Field Goal
Jump Shot;140;146;1;4;0;2001-02;33;0;2PT Field Goal
Jump Shot;-41;63;10;2;0;2003-04;27;1;2PT Field Goal
Jump Shot;45;82;5;1;0;2008-09;1;1;2PT Field Goal
Jump Shot;170;197;6;3;0;2009-10;49;1;3PT Field Goal
Layup;0;0;5;4;0;2008-09;4;0;2PT Field Goal
Jump Shot;33;169;2;3;0;2007-08;22;1;2PT Field Goal
Jump Shot;-122;220;0;4;0;2008-09;15;0;3PT Field Goal
Layup;0;0;3;2;0;2008-09;38;0;2PT Field Goal
Jump Shot;0;67;3;4;0;1996-97;35;1;2PT Field Goal
Jump Shot;149;212;9;4;0;1997-98;30;0;3PT Field Goal
Jump Shot;230;34;5;2;1;2009-10;24;1;3PT Field Goal
Layup;0;0;2;4;0;2006-07;54;1;2PT Field Goal
Jump Shot;-141;66;4;3;0;2007-08;22;0;2PT Field Goal
Jump Shot;-141;228;3;3;0;2000-01;54;0;3PT Field Goal
Jump Shot;-202;28;3;2;0;2002-03;55;0;2PT Field Goal
Jump Shot;217;116;5;2;0;2010-11;11;1;3PT Field Goal
Jump Shot;32;7;8;3;0;2000-01;9;1;2PT Field Goal
Jump Shot;103;203;7;4;0;2014-15;13;0;2PT Field Goal
Layup;7;11;9;3;0;2012-13;55;1;2PT Field Goal
Jump Shot;-124;100;5;3;0;1999-00;33;0;2PT Field Goal
Jump Shot;232;17;8;3;0;2003-04;8;0;3PT Field Goal
Jump Shot;162;203;1;1;0;2011-12;28;0;3PT Field Goal
Jump Shot;95;231;4;4;1;2010-11;30;0;3PT Field Goal
Jump Shot;159;210;2;4;0;2005-06;24;0;3PT Field Goal
Layup;0;0;5;3;0;2009-10;43;1;2PT Field Goal
Layup;0;0;0;2;0;1999-00;3;0;2PT Field Goal
Jump Shot;70;69;10;1;0;2010-11;37;1;2PT Field Goal
Jump Shot;97;160;2;2;0;2015-16;45;1;2PT Field Goal
Jump Shot;-144;17;0;1;0;2010-11;32;1;2PT Field Goal
Jump Shot;41;63;7;2;0;2006-07;7;0;2PT Field Goal
Layup;-1;0;7;1;1;2000-01;11;1;2PT Field Goal
Layup;0;0;11;4;0;2001-02;49;0;2PT Field Goal
Jump Shot;-75;122;2;2;0;2004-05;5;0;2PT Field Goal
Jump Shot;-116;127;1;4;0;2008-09;16;0;2PT Field Goal
Jump Shot;141;-5;3;1;0;1997-98;46;0;2PT Field Goal
Jump Shot;-6;166;2;4;0;1999-00;9;1;2PT Field Goal
Layup;0;0;0;2;0;2005-06;0;1;2PT Field Goal
Jump Shot;187;194;5;2;0;2008-09;8;1;3PT Field Goal
Jump Shot;-174;165;3;4;0;2008-09;32;1;3PT Field Goal
Jump Shot;108;145;9;4;0;2003-04;49;0;2PT Field Goal
Jump Shot;167;40;4;4;0;2006-07;38;1;2PT Field Goal
Layup;0;0;5;3;0;2006-07;43;1;2PT Field Goal
Jump Shot;148;229;3;1;0;2006-07;38;1;3PT Field Goal
Jump Shot;156;115;10;1;0;2005-06;3;1;2PT Field Goal
Jump Shot;-54;112;10;3;0;2003-04;25;0;2PT Field Goal
Jump Shot;112;26;0;1;0;2007-08;0;1;2PT Field Goal
Jump Shot;20;261;5;4;0;1997-98;47;0;3PT Field Goal
Jump Shot;-172;71;7;3;0;2002-03;58;1;2PT Field Goal
Jump Shot;-86;9;10;3;0;2009-10;52;0;2PT Field Goal
Layup;0;9;1;2;0;2011-12;20;0;2PT Field Goal
Jump Shot;134;118;0;3;0;2000-01;14;0;2PT Field Goal
Jump Shot;18;272;2;3;1;2008-09;38;0;3PT Field Goal
Jump Shot;6;110;3;1;0;2015-16;52;0;2PT Field Goal
Dunk;0;0;1;4;0;1998-99;35;1;2PT Field Goal
Jump Shot;9;110;10;1;0;2015-16;14;1;2PT Field Goal
Jump Shot;123;116;1;1;0;1996-97;44;1;2PT Field Goal
Jump Shot;-151;30;10;2;0;2000-01;59;0;2PT Field Goal
Layup;0;0;7;1;0;1998-99;19;1;2PT Field Goal
Jump Shot;79;115;5;3;0;2015-16;43;1;2PT Field Goal
Jump Shot;-238;0;3;2;0;2004-05;2;0;3PT Field Goal
Jump Shot;-113;66;7;2;0;1997-98;20;0;2PT Field Goal
Jump Shot;-148;206;1;3;0;2007-08;0;0;3PT Field Goal
Jump Shot;177;197;3;2;1;2011-12;50;1;3PT Field Goal
Jump Shot;1;197;9;3;0;2002-03;15;0;2PT Field Goal
Jump Shot;-2;33;2;6;0;2006-07;3;0;2PT Field Goal
Layup;0;0;5;3;0;2008-09;11;0;2PT Field Goal
Jump Shot;61;104;5;3;1;1998-99;28;1;2PT Field Goal
Jump Shot;54;85;2;5;1;2008-09;50;0;2PT Field Goal
Jump Shot;-111;150;10;2;1;2001-02;35;0;2PT Field Goal
Jump Shot;58;203;0;4;0;2000-01;59;0;2PT Field Goal
Jump Shot;-191;156;3;2;0;2010-11;40;0;3PT Field Goal
Layup;0;25;2;3;0;2014-15;34;1;2PT Field Goal
Jump Shot;-188;9;0;4;0;2009-10;25;0;2PT Field Goal
Jump Shot;205;171;0;2;0;2007-08;0;0;3PT Field Goal
Jump Shot;41;102;7;3;1;2003-04;2;0;2PT Field Goal
Jump Shot;-62;112;11;3;0;2009-10;28;0;2PT Field Goal
Jump Shot;-126;63;3;2;0;1999-00;43;1;2PT Field Goal
Jump Shot;-215;140;1;4;1;2003-04;45;0;3PT Field Goal
Dunk;0;0;1;5;0;2000-01;21;1;2PT Field Goal
Jump Shot;159;154;5;1;0;2015-16;28;1;2PT Field Goal
Layup;0;0;11;3;0;1998-99;24;1;2PT Field Goal
Dunk;0;0;7;1;0;1999-00;15;1;2PT Field Goal
Jump Shot;100;168;8;1;1;2008-09;23;0;2PT Field Goal
Jump Shot;123;108;1;1;0;2001-02;57;1;2PT Field Goal
Jump Shot;-166;57;9;4;0;2000-01;5;1;2PT Field Goal
Jump Shot;136;196;2;1;0;1997-98;37;1;3PT Field Goal
Layup;0;0;0;3;0;1997-98;17;1;2PT Field Goal
Jump Shot;167;55;6;1;0;2001-02;21;0;2PT Field Goal
Jump Shot;-163;100;11;4;0;2002-03;33;1;2PT Field Goal
Jump Shot;94;58;4;4;0;2006-07;54;1;2PT Field Goal
Layup;0;0;1;2;1;1997-98;13;0;2PT Field Goal
Jump Shot;-51;88;2;3;0;2012-13;42;0;2PT Field Goal
Jump Shot;-139;195;1;2;1;2009-10;55;0;3PT Field Goal
Jump Shot;100;87;8;3;1;2000-01;38;0;2PT Field Goal
Layup;0;0;4;1;0;2006-07;33;0;2PT Field Goal
Jump Shot;37;7;10;1;0;2001-02;43;1;2PT Field Goal
Layup;20;12;6;1;0;2011-12;51;0;2PT Field Goal
Jump Shot;-142;93;2;2;0;2012-13;37;1;2PT Field Goal
Jump Shot;123;130;9;3;0;1999-00;13;0;2PT Field Goal
Jump Shot;169;219;1;3;0;2001-02;44;1;3PT Field Goal
Jump Shot;-130;123;0;4;1;2006-07;57;1;2PT Field Goal
Jump Shot;-36;87;2;3;1;2006-07;51;0;2PT Field Goal
Jump Shot;-63;0;2;1;0;2000-01;49;1;2PT Field Goal
Layup;0;0;2;3;0;2000-01;58;0;2PT Field Goal
Jump Shot;-217;143;7;2;0;2006-07;18;1;3PT Field Goal
Layup;0;0;4;2;0;2007-08;32;1;2PT Field Goal
Jump Shot;-171;37;10;1;0;2014-15;5;1;2PT Field Goal
Dunk;0;0;10;1;0;2002-03;56;1;2PT Field Goal
Jump Shot;-228;77;1;4;0;2010-11;6;0;3PT Field Goal
Jump Shot;136;130;10;3;0;1999-00;19;0;2PT Field Goal
Jump Shot;-38;164;5;1;0;2007-08;1;0;2PT Field Goal
Jump Shot;-111;96;6;3;0;2011-12;4;0;2PT Field Goal
Jump Shot;-182;28;0;1;0;2007-08;47;1;2PT Field Goal
Layup;-18;6;1;1;0;2010-11;54;0;2PT Field Goal
Jump Shot;-227;-16;2;4;0;1999-00;17;0;3PT Field Goal
Jump Shot;13;201;3;4;0;2007-08;6;0;2PT Field Goal
Jump Shot;115;0;8;2;0;2007-08;59;0;2PT Field Goal
Jump Shot;169;168;3;2;0;2004-05;53;1;3PT Field Goal
Jump Shot;-81;143;11;3;0;2008-09;43;1;2PT Field Goal
Jump Shot;-171;0;1;2;1;1999-00;56;1;2PT Field Goal
Jump Shot;136;116;6;3;0;2011-12;30;0;2PT Field Goal
Jump Shot;228;26;4;3;0;2015-16;12;1;3PT Field Goal
Jump Shot;-107;45;3;1;0;2003-04;45;1;2PT Field Goal
Jump Shot;166;154;8;4;0;2012-13;25;0;2PT Field Goal
Jump Shot;99;146;8;1;0;2012-13;18;0;2PT Field Goal
Jump Shot;32;178;3;2;0;2010-11;11;1;2PT Field Goal
Jump Shot;28;211;4;3;0;2012-13;13;1;2PT Field Goal
Layup;0;0;5;4;0;1997-98;5;1;2PT Field Goal
Jump Shot;37;71;4;4;0;2009-10;52;1;2PT Field Goal
Layup;-5;15;9;1;0;2010-11;11;1;2PT Field Goal
Jump Shot;-123;104;5;2;0;2002-03;17;1;2PT Field Goal
Jump Shot;161;294;0;1;1;2005-06;0;0;3PT Field Goal
Jump Shot;160;107;7;2;0;2013-14;11;0;2PT Field Goal
Jump Shot;223;-13;1;4;0;2008-09;24;0;3PT Field Goal
Jump Shot;-171;140;10;3;0;2006-07;14;1;2PT Field Goal
Jump Shot;92;203;5;4;0;2010-11;38;0;2PT Field Goal
Jump Shot;141;217;0;2;1;2007-08;5;0;3PT Field Goal
Jump Shot;22;241;0;3;0;2001-02;2;1;3PT Field Goal
Jump Shot;138;3;10;2;0;2002-03;23;1;2PT Field Goal
Jump Shot;-177;186;7;1;1;2007-08;17;0;3PT Field Goal
Jump Shot;-28;127;8;1;0;2006-07;7;1;2PT Field Goal
Jump Shot;-192;189;1;1;0;2007-08;59;0;3PT Field Goal
Jump Shot;58;77;4;3;0;2008-09;24;0;2PT Field Goal
Layup;0;0;1;4;0;2002-03;45;1;2PT Field Goal
Jump Shot;-45;74;3;3;1;2008-09;17;1;2PT Field Goal
Layup;0;0;9;1;0;2009-10;28;0;2PT Field Goal
Jump Shot;143;233;9;3;0;2003-04;0;0;3PT Field Goal
Jump Shot;144;201;0;4;0;2011-12;4;1;3PT Field Goal
Jump Shot;232;3;2;3;0;2002-03;42;0;3PT Field Goal
Jump Shot;42;40;2;3;0;1999-00;4;1;2PT Field Goal
Layup;-7;15;1;1;0;2012-13;11;0;2PT Field Goal
Dunk;0;0;10;1;1;1998-99;26;1;2PT Field Goal
Layup;0;0;10;2;0;1997-98;41;1;2PT Field Goal
Jump Shot;-158;137;7;2;0;2011-12;0;0;2PT Field Goal
Dunk;0;0;1;2;0;1998-99;24;1;2PT Field Goal
Jump Shot;177;296;0;2;0;2010-11;0;0;3PT Field Goal
Jump Shot;-7;227;5;1;0;2010-11;50;0;2PT Field Goal
Jump Shot;-115;95;9;2;0;2002-03;41;0;2PT Field Goal
Jump Shot;-117;225;6;1;0;2009-10;58;0;3PT Field Goal
Layup;20;1;7;4;0;2011-12;39;1;2PT Field Goal
Jump Shot;132;229;0;1;0;1999-00;7;1;3PT Field Goal
Jump Shot;72;145;2;3;0;2005-06;8;1;2PT Field Goal
Jump Shot;2;82;4;4;0;2010-11;36;1;2PT Field Goal
Jump Shot;146;120;3;1;0;2002-03;20;0;2PT Field Goal
Jump Shot;69;79;11;1;1;2006-07;19;1;2PT Field Goal
Jump Shot;-26;43;1;1;0;2003-04;50;0;2PT Field Goal
Jump Shot;-117;218;0;4;0;1999-00;51;0;3PT Field Goal
Layup;0;0;9;2;0;2005-06;5;0;2PT Field Goal
Jump Shot;-151;201;6;2;0;2006-07;41;1;3PT Field Goal
Layup;-3;0;10;2;0;2005-06;20;1;2PT Field Goal
Jump Shot;166;56;7;2;0;2010-11;33;0;2PT Field Goal
Jump Shot;111;217;3;4;0;2012-13;16;0;3PT Field Goal
Jump Shot;-164;209;0;4;0;2004-05;3;0;3PT Field Goal
Jump Shot;-158;209;10;3;0;2012-13;55;0;3PT Field Goal
Jump Shot;-27;97;10;3;0;2000-01;37;0;2PT Field Goal
Jump Shot;106;53;8;3;0;2008-09;51;1;2PT Field Goal
Jump Shot;122;129;11;3;0;2010-11;7;0;2PT Field Goal
Jump Shot;209;127;0;4;0;2012-13;24;1;3PT Field Goal
Dunk;0;0;9;3;0;2001-02;59;1;2PT Field Goal
Dunk;0;0;5;3;0;2005-06;20;1;2PT Field Goal
Jump Shot;-202;202;0;4;1;2005-06;6;0;3PT Field Goal
Jump Shot;-44;156;8;1;0;2002-03;53;1;2PT Field Goal
Jump Shot;-130;94;0;5;0;2011-12;7;0;2PT Field Goal
Jump Shot;-237;-28;2;1;1;2003-04;2;0;3PT Field Goal
Jump Shot;110;166;5;3;0;2002-03;49;1;2PT Field Goal
Jump Shot;52;123;5;3;0;2005-06;6;0;2PT Field Goal
Jump Shot;-42;209;3;3;0;1999-00;55;1;2PT Field Goal
Jump Shot;169;40;4;3;0;2000-01;43;0;2PT Field Goal
Jump Shot;-209;38;0;2;0;2006-07;56;0;2PT Field Goal
Jump Shot;149;36;0;1;1;1996-97;47;0;2PT Field Goal
Jump Shot;106;173;2;3;0;2001-02;41;1;2PT Field Goal
Jump Shot;125;-1;3;3;0;2003-04;21;0;2PT Field Goal
Layup;0;0;11;2;0;2003-04;21;1;2PT Field Goal
Layup;0;0;5;1;0;2006-07;31;1;2PT Field Goal
Jump Shot;39;40;3;4;0;2000-01;26;0;2PT Field Goal
Layup;0;0;2;1;0;1996-97;42;1;2PT Field Goal
Jump Shot;188;177;9;1;0;2000-01;7;0;3PT Field Goal
Jump Shot;100;108;7;3;0;2000-01;50;0;2PT Field Goal
Jump Shot;73;241;1;4;0;2014-15;54;1;3PT Field Goal
Layup;0;0;2;3;0;1997-98;58;1;2PT Field Goal
Jump Shot;-163;220;0;4;0;2008-09;27;1;3PT Field Goal
Layup;0;0;1;1;1;2001-02;18;0;2PT Field Goal
Layup;0;0;10;3;1;1998-99;37;1;2PT Field Goal
